"Origem","Destino","Nat","Tipo","Materia","NomeNovo"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 015676-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\Acao ordinaria nilo soares mendonca isayra barbosa caixa economica federal.doc","01 - Juridico","Peticoes","Civel","Acao ordinaria nilo soares mendonca isayra barbosa caixa economica federal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Castelo 2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Civel\Edital hasta publica condominio edificio manacas maria fatima pereira leite.doc","01 - Juridico","Despachos e votos","Civel","Edital hasta publica condominio edificio manacas maria fatima pereira leite.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Serra 2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Civel\Edital leilao mgi minas gerais participacoes licitare comercio 2011.doc","01 - Juridico","Despachos e votos","Civel","Edital leilao mgi minas gerais participacoes licitare comercio 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\42736-65.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Tributario\Mandado seguranca mm industria comercio fitas contribuicoes previdenciarias.doc","01 - Juridico","Recursos","Tributario","Mandado seguranca mm industria comercio fitas contribuicoes previdenciarias.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006072-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Tributario\Acao ordinaria cousin games uniao extincao credito tributario.doc","01 - Juridico","Peticoes","Tributario","Acao ordinaria cousin games uniao extincao credito tributario.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R023.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Civel\Registro protesto duplicata dmi 1557 2 2014.doc","01 - Juridico","Despachos e votos","Civel","Registro protesto duplicata dmi 1557 2 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Marajinho 07.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\INTIM PROTESTO TTULOS - MARAJINHO AGROINDUSTRIAL LTDA - 2014.pdf","01 - Juridico","Peticoes","Civel","INTIM PROTESTO TTULOS - MARAJINHO AGROINDUSTRIAL LTDA - 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\doc20001.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Trabalhista\RECURSO - TRIBUNAL REGIONAL DO TRABALHO - CONTRATO APRENDIZ - 2013.pdf","01 - Juridico","Recursos","Trabalhista","RECURSO - TRIBUNAL REGIONAL DO TRABALHO - CONTRATO APRENDIZ - 2013.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 007900-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\MEDIDA CAUTELAR INOMINADA - ALEXANDRE AUGUSTO CARVALHO COUTINHO - UFMG - 2006.doc","01 - Juridico","Peticoes","Administrativo","MEDIDA CAUTELAR INOMINADA - ALEXANDRE AUGUSTO CARVALHO COUTINHO - UFMG - 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 016184-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\MEDIDA CAUTELAR EXIBICAO - MARIA MAGDALENA SALDANHA - CEF - 2007.doc","01 - Juridico","Peticoes","Civel","MEDIDA CAUTELAR EXIBICAO - MARIA MAGDALENA SALDANHA - CEF - 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Agropecuaria Brazopolis.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\AVALIACOES BENS - SEVERINO MORAIS SOUZA - RICARDO PASSARELLI - 2012.pdf","01 - Juridico","Peticoes","Trabalhista","AVALIACOES BENS - SEVERINO MORAIS SOUZA - RICARDO PASSARELLI - 2012.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento anexos.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\DOCUMENTACAO LITISPENDENCIA - ECT FENTECT - PROCESSO 01703 - 2009.doc","01 - Juridico","Peticoes","Trabalhista","DOCUMENTACAO LITISPENDENCIA - ECT FENTECT - PROCESSO 01703 - 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Andrez Alves.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Trabalhista\ADICIONAL NOTURNO INTERVALO INTERJORNADA - ACORDAO - CORREIOS.doc","01 - Juridico","Despachos e votos","Trabalhista","ADICIONAL NOTURNO INTERVALO INTERJORNADA - ACORDAO - CORREIOS.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\JU de Marco - nov09.doc","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\COMPROVANTE PAGAMENTO CORREIOS - JULIANA DE MARCO SOUZA CHAVES - 2005.doc","04 - Pessoal e financeiro","","Comprovantes e recibos","COMPROVANTE PAGAMENTO CORREIOS - JULIANA DE MARCO SOUZA CHAVES - 2005.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 016663-1A.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\ACAO USUCAPIAO - MARIA CECILIA SILVA COUTO - MONICA APARECIDA BURGARELLI - 2008.doc","01 - Juridico","Peticoes","Civel","ACAO USUCAPIAO - MARIA CECILIA SILVA COUTO - MONICA APARECIDA BURGARELLI - 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Ortega y Gasset.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\PETICAO ECT - ERTTY GASQUE ORTODONTIA - PROCESSO 2007.34.00.013423-9.doc","01 - Juridico","Peticoes","Administrativo","PETICAO ECT - ERTTY GASQUE ORTODONTIA - PROCESSO 2007.34.00.013423-9.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022750-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\ACAO ORDINARIA - INES DE MELO MARINHO - UFMG - 2006.doc","01 - Juridico","Peticoes","Administrativo","ACAO ORDINARIA - INES DE MELO MARINHO - UFMG - 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Marajinho 14.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\INTIM PROTESTO TTULOS - MARAJINHO AGROINDUSTRIAL LTDA - 2014 (2).pdf","01 - Juridico","Peticoes","Civel","INTIM PROTESTO TTULOS - MARAJINHO AGROINDUSTRIAL LTDA - 2014 (2).pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\6a Turma 2012-2011.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Administrativo\COLETANEA INFORMATIVOS STJ - 2012.doc","02 - Estudos e concursos","","Direito Administrativo","COLETANEA INFORMATIVOS STJ - 2012.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\processo 200133000000740 - 4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Previdenciario\APELACAO CIVEL - INSS - PROCESSO 2001.33.00.000074 - BA.doc","01 - Juridico","Acordaos e decisoes","Previdenciario","APELACAO CIVEL - INSS - PROCESSO 2001.33.00.000074 - BA.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 011226-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\MANDADO SEGURANCA - DENSO MAQUINAS ROTANTES BRASIL - 2008.doc","01 - Juridico","Peticoes","Administrativo","MANDADO SEGURANCA - DENSO MAQUINAS ROTANTES BRASIL - 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020602-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Tributario\ACAO ORDINARIA TRIBUTARIA - MUNICIPIO MORRO PILAR - INSS - 2005.doc","01 - Juridico","Peticoes","Tributario","ACAO ORDINARIA TRIBUTARIA - MUNICIPIO MORRO PILAR - INSS - 2005.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 017664-2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\MEDIDA CAUTELAR EXIBICAO DOCUMENTOS - MANOELINA BASTOS - CEF - 2007.doc","01 - Juridico","Peticoes","Civel","MEDIDA CAUTELAR EXIBICAO DOCUMENTOS - MANOELINA BASTOS - CEF - 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 949003724587 - 2.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\CONFLITO COMPETENCIA - CASEMIRO SILVA NETTO - POWER CONSTRUCOES - RJ.pdf","01 - Juridico","Acordaos e decisoes","Civel","CONFLITO COMPETENCIA - CASEMIRO SILVA NETTO - POWER CONSTRUCOES - RJ.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 021384-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\MANDADO SEGURANCA - BLUE REEF INVESTIMENTS UBS PACTUAL - DNPM - 2009.doc","01 - Juridico","Peticoes","Administrativo","MANDADO SEGURANCA - BLUE REEF INVESTIMENTS UBS PACTUAL - DNPM - 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Izabel Dias de Araujo.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Extratos e movimentacao\EXTRATO CONTA CORRENTE - IZABEL DIAS ARAUJO - 2005.pdf","04 - Pessoal e financeiro","","Extratos e movimentacao","EXTRATO CONTA CORRENTE - IZABEL DIAS ARAUJO - 2005.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024840-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\ACAO ORDINARIA FINANCEIRO HABITACAO - ELIZABETH PINTO - ELISEU SANTOS - CEF - 2008.doc","01 - Juridico","Peticoes","Civel","ACAO ORDINARIA FINANCEIRO HABITACAO - ELIZABETH PINTO - ELISEU SANTOS - CEF - 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 2054.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Trabalhista\PARECER TEC 2054-2013 GCAL Processo 23401.2011.028 Carlos Roberto de Moraes ECT Execucao Sentenca PCCS-1995 2011.doc","01 - Juridico","Pareceres e notas tecnicas","Trabalhista","PARECER TEC 2054-2013 GCAL Processo 23401.2011.028 Carlos Roberto de Moraes ECT Execucao Sentenca PCCS-1995 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006609-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Tributario\SENTENCA Acao Ordinaria Tributaria 1100 Tereza Teixeira Diniz Uniao Federal MG IRRF 1989-1998.doc","01 - Juridico","Outros processuais","Tributario","SENTENCA Acao Ordinaria Tributaria 1100 Tereza Teixeira Diniz Uniao Federal MG IRRF 1989-1998.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\eleicoes 2010 geral assunto gab MDT.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Eleitoral\RELATORIO Documentos Consulta Eleicao 2010 RESPE AI MS RO Prestacao Contas Propaganda Eleitoral.doc","01 - Juridico","Outros processuais","Eleitoral","RELATORIO Documentos Consulta Eleicao 2010 RESPE AI MS RO Prestacao Contas Propaganda Eleitoral.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Folha 06.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Cartorio Protesto Titulos Brazopolis Certidao Cancelados 06.2014 Emolumentos Taxa Fiscalizacao.pdf","03 - Administrativo","","Outros","Cartorio Protesto Titulos Brazopolis Certidao Cancelados 06.2014 Emolumentos Taxa Fiscalizacao.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 011084-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Trabalhista\SENTENCA Acao Ordinaria FGTS 1600 Maria Conceicao Basilia Caixa Economica Federal Execucao 2006.doc","01 - Juridico","Outros processuais","Trabalhista","SENTENCA Acao Ordinaria FGTS 1600 Maria Conceicao Basilia Caixa Economica Federal Execucao 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\protocolo 10614 - 06-06-2014.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\FICHA TITULO PGFN Procuradoria Geral Fazenda Nacional Neusina Maria Gomes Pereira Rosa 05.06.2014 BRASOPOLIS.pdf","04 - Pessoal e financeiro","","Outros","FICHA TITULO PGFN Procuradoria Geral Fazenda Nacional Neusina Maria Gomes Pereira Rosa 05.06.2014 BRASOPOLIS.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 15-04-2014 (3).pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Cartorio Protesto Titulos Brazopolis Certificado Registros Protestados Cancelados.pdf","03 - Administrativo","","Outros","Cartorio Protesto Titulos Brazopolis Certificado Registros Protestados Cancelados.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R030.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Registro Protesto Tabelionato Brazopolis 28.01.2014 Duplicata DMI 71186-3 Vencimento 21.01.2014.doc","03 - Administrativo","","Outros","Registro Protesto Tabelionato Brazopolis 28.01.2014 Duplicata DMI 71186-3 Vencimento 21.01.2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020926-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Tributario\SENTENCA Acao Ordinaria Tributaria 1100 SEIAS Uniao Federal Repeticao Indebito PIS 1995.doc","01 - Juridico","Outros processuais","Tributario","SENTENCA Acao Ordinaria Tributaria 1100 SEIAS Uniao Federal Repeticao Indebito PIS 1995.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 15-05-2014.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\RECIBO SACADO Banco Brasil Cedente OAB Saude CAAMG Vencimento 15.05.2014 Mauricio Augusto C Vieira.pdf","04 - Pessoal e financeiro","","Outros","RECIBO SACADO Banco Brasil Cedente OAB Saude CAAMG Vencimento 15.05.2014 Mauricio Augusto C Vieira.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Luiz Antonio Pirrotti.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\Registro Empregados Carteiras Profissional Reservista Admissao 12.1973 FGTS.pdf","04 - Pessoal e financeiro","","Outros","Registro Empregados Carteiras Profissional Reservista Admissao 12.1973 FGTS.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\022775-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Tributario\SENTENCA Mandado Seguranca Individual CND 2100 Diamed Latino America SA Delegado Fiscal Receita Federal Belo Horizonte 2008.doc","01 - Juridico","Outros processuais","Tributario","SENTENCA Mandado Seguranca Individual CND 2100 Diamed Latino America SA Delegado Fiscal Receita Federal Belo Horizonte 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Constitucional\RE 409799.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Constitucional\EMENTA Recurso Extraordinario 407099 STF Empresa Brasileira Correios Telegrafos ECT Imunidade Tributaria Sao Borja.pdf","01 - Juridico","Despachos e votos","Constitucional","EMENTA Recurso Extraordinario 407099 STF Empresa Brasileira Correios Telegrafos ECT Imunidade Tributaria Sao Borja.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 10-10-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Registro Log Cartorio Upload Confirmacao 10.10.2014 Brazopolis Procuradoria Geral Federal Minas Gerais.pdf","03 - Administrativo","","Outros","Registro Log Cartorio Upload Confirmacao 10.10.2014 Brazopolis Procuradoria Geral Federal Minas Gerais.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\sennex.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\AGRAVO INSTRUMENTO 2007 PA Sennex Global Servicos Entrega LTDA Empresa Brasileira Correios Telegrafos ECT.doc","01 - Juridico","Outros processuais","Civel","AGRAVO INSTRUMENTO 2007 PA Sennex Global Servicos Entrega LTDA Empresa Brasileira Correios Telegrafos ECT.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\54166-14.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Tributario\SENTENCA Mandado Seguranca Individual Tributario 2100 Unimed Itabira Delegado Receita Federal Belo Horizonte Contribuicao Social 2010.doc","01 - Juridico","Outros processuais","Tributario","SENTENCA Mandado Seguranca Individual Tributario 2100 Unimed Itabira Delegado Receita Federal Belo Horizonte Contribuicao Social 2010.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Automatiza 07-07-16.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\MSG Prolex Atualizacao Etapa Emissao Selos TJMG Procedimento Atendimento Online 01.08.2016.doc","03 - Administrativo","","Outros","MSG Prolex Atualizacao Etapa Emissao Selos TJMG Procedimento Atendimento Online 01.08.2016.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024652-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\SENTENCA Acao Ordinaria Imoveis Civil 1400 Heleno Augusto Teixeira Josefa Alves Sousa Caixa Economica Federal Banco Bonsucesso 2009.doc","01 - Juridico","Outros processuais","Civel","SENTENCA Acao Ordinaria Imoveis Civil 1400 Heleno Augusto Teixeira Josefa Alves Sousa Caixa Economica Federal Banco Bonsucesso 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Marajinho 21.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Cartorio Protesto Titulos Brazopolis Intimacao 10.09.2014 Marajinho Agroindustrial LTDA DMI Duplicata Venda.pdf","03 - Administrativo","","Outros","Cartorio Protesto Titulos Brazopolis Intimacao 10.09.2014 Marajinho Agroindustrial LTDA DMI Duplicata Venda.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\28-07-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Registro Log Cartorio Upload Confirmacao 28.07.2015 Brazopolis Itau Protesto Titulos.pdf","03 - Administrativo","","Outros","Registro Log Cartorio Upload Confirmacao 28.07.2015 Brazopolis Itau Protesto Titulos.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\VOLUNT23.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Processual Civil\Jurisdicao voluntaria moderna - Leonardo Greco.doc","02 - Estudos e concursos","","Direito Processual Civil","Jurisdicao voluntaria moderna - Leonardo Greco.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Barragem Santa Lucia - mesmo do processo acima.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Edital de praca - execucao cumprida - processo 0024095982955 - BH - 2011.doc","01 - Juridico","Acordaos e decisoes","Civel","Edital de praca - execucao cumprida - processo 0024095982955 - BH - 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\JOSIA VOGAL 1 00024205820064013700 6-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Administrativo\Voto vogal - deficiencia fisica - candidato - processo eleitoral.doc","01 - Juridico","Despachos e votos","Administrativo","Voto vogal - deficiencia fisica - candidato - processo eleitoral.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\Francisco Eugenio Veloso de Barros 0508070036217.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Penal\Inquerito policial 0508070036217 - venda irregular GLP - Francisco Eugenio Veloso - 2007.doc","01 - Juridico","Peticoes","Penal","Inquerito policial 0508070036217 - venda irregular GLP - Francisco Eugenio Veloso - 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020773-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca - reintegracao de posse - processo 2008380020773 - Caixa Economica vs Alisson Fernando - Betim.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca - reintegracao de posse - processo 2008380020773 - Caixa Economica vs Alisson Fernando - Betim.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\CR8707.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Trabalhista\Contrarrazoes - reclamatoria trabalhista 6813320115030112 - ECT - Darci de Fatima - 2011.doc","01 - Juridico","Contestacoes e manifestacoes","Trabalhista","Contrarrazoes - reclamatoria trabalhista 6813320115030112 - ECT - Darci de Fatima - 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\Pedro Henriques Guimaraes 0508080071451.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Penal\Denuncia - inquerito 0508080071451 - crime - Pedro Henriques Guimaraes - Presidente Bernardes.doc","01 - Juridico","Peticoes","Penal","Denuncia - inquerito 0508080071451 - crime - Pedro Henriques Guimaraes - Presidente Bernardes.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\38332-68.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Sentenca - acao ordinaria 3833268201041038 - IBAMA - fauna silvestre - Efigenio Alves Meireles.doc","01 - Juridico","Peticoes","Administrativo","Sentenca - acao ordinaria 3833268201041038 - IBAMA - fauna silvestre - Efigenio Alves Meireles.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024042-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca - acao ordinaria 2008380024042 - revogacao de ato administrativo - Paulo Afonso - 2008.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca - acao ordinaria 2008380024042 - revogacao de ato administrativo - Paulo Afonso - 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Luiz Antonio Pierrotti 1.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\Declaracao de opcao FGTS - ECT - MG.pdf","04 - Pessoal e financeiro","","Outros","Declaracao de opcao FGTS - ECT - MG.pdf"
