row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
5162,0004516-84.2008.4.01.3600,Aplicabilidade da vedação de comercialização de bebidas alcoólicas na faixa de domínio de rodovia federal a estabelecimentos rurais e limites legais da Lei 11.705/2008,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Urbanístico","Direito Administrativo, Serviços Públicos",api,scope_all,
5163,1012464-98.2024.4.01.3600,Exigência de apresentação do título de eleitor para matrícula em curso superior e aceitação temporária de certidão circunstanciada quando houver impossibilidade de emissão,Direito Administrativo,Direito Administrativo,"Direito Educacional, Direito Eleitoral","Direito Administrativo, Direito Constitucional da Educação",api,scope_all,
5164,1013607-53.2018.4.01.3400,"Remarcação de perícia médica em concurso público para candidata com impedimento decorrente da maternidade, reconhecendo exceção à rigidez editalícia e proteção constitucional da ma",Direito Constitucional,Direito Constitucional,"Direito Administrativo, Direitos Fundamentais","Direitos Fundamentais, Direito Administrativo",api,scope_all,
5165,1040692-19.2024.4.01.0000,Pedido de efeito suspensivo em MS contra decisão que autoriza alienação antecipada de bens para preservar duplo grau de jurisdição e evitar dilapidação patrimonial antes do julgame,Direito Processual,Direito Processual,"Direito Administrativo, Processo Civil","Mandado de Segurança, Direito Administrativo Sancionador",api,scope_all,
5166,1037622-91.2024.4.01.0000,Efeito de medida cautelar de proibição de contratar com o poder público municipal sobre administração societária e preservação da personalidade jurídica da empresa,Direito Público,Direito Administrativo,"Direito Administrativo, Direito Penal","Serviço Público, Contratos Administrativos",api,scope_all,
5167,1049813-08.2023.4.01.0000,Direito à posse em cargo público diante de certidão de condenação sem trânsito em julgado e discussão sobre configuração de antecedente criminal,Direito Administrativo,Direito Administrativo,"Direito Constitucional, Direito Público","Servidores Públicos, Controle de Atos Administrativos",api,scope_all,
5168,1029183-96.2021.4.01.0000,"Aplicação do art. 85, §14, do CPC/2015 sobre vedação à compensação de honorários sucumbenciais em caso de sucumbência recíproca e critérios de distribuição proporcional entre as pa",Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Processo de Conhecimento","Honorários Advocatícios, Processo de Conhecimento",api,scope_all,
5169,1004955-52.2024.4.01.0000,"Incidência da LGPD em processos administrativos e civis sobre tratamento de dados que não constituem operações de fornecimento de bens ou serviços, controvérsia sobre competência j",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Processual Civil","Direito Administrativo, Direito Processual Administrativo",api,scope_all,
5170,0010451-21.2012.4.01.4100,Caracterização jurídica de ocupante de cargo em comissão e função de confiança e controvérsia sobre enquadramento no Regime Jurídico Único e reconhecimento de vínculo estatutário,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Previdenciário Administrativo","Regime Jurídico do Servidor Público, Servidores Públicos",api,scope_all,
5171,1005145-44.2017.4.01.3400,Servidor público vinculado a agência reguladora questiona aplicação de quarentena e pagamento de remuneração compensatória versus opção de retorno ao cargo efetivo,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Servidor Público","Regulação Administrativa, Serviço Público",api,scope_all,
5172,1027041-32.2020.4.01.9999,Reconhecimento de tempo especial para aposentadoria por tempo de contribuição diante de extinção da empresa e enquadramento por categoria profissional conforme art. 270 §1º da IN 7,Direito Previdenciário,Direito Previdenciário,"Direito Administrativo Previdenciário, Seguridade Social","Direito Previdenciário Substantivo, Benefício previdenciário",api,scope_all,
5173,1000096-58.2018.4.01.3700,Reconhecimento de tempo especial como professor relativo a exercício de docência em cargo de auxiliar de ensino e controle judicial de supressão administrativa,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Previdenciário","Direito Administrativo Previdenciário, Servidores Públicos",api,scope_all,
5174,0014907-48.2010.4.01.3400,Aposentadoria proporcional no RPPS: continuidade de contribuições pósaposentadoria não autoriza majoração de proventos por ausência de previsão legal e vedação da desaposentação,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Direito Administrativo","Regime Próprio de Previdência Social, Direito Previdenciário Substantivo",api,scope_all,
5175,0052885-54.2013.4.01.3400,Natureza jurídica das portarias ministeriais de anistia política e impossibilidade de execução direta como título executivo extrajudicial,Direito Público,Direito Público,"Direito Administrativo, Direito Processual Civil","Direito Administrativo, Processual Civil",api,scope_all,
5176,1067643-35.2024.4.01.3400,"Contagem do tempo de serviço militar comprovido por certificado de reservista ou certidão para fins de carência na aposentadoria por idade, com presunção iuris tantum e ônus probat",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Segurado e Qualidade de Segurado, Benefício previdenciário",api,scope_all,
5177,1035442-05.2024.4.01.0000,Inviabilidade da cessão de créditos previdenciários e conflito com o art. 114 da Lei 8.213/1991 quanto à garantia de direitos do segurado,Direito Previdenciário,Direito Previdenciário,"Direito Constitucional, Direito Processual Civil","Direito Previdenciário Substantivo, Processo administrativo e judicial previdenciário",api,scope_all,
5178,1022367-69.2019.4.01.0000,"Concessão de pensão por morte a filho maior inválido e necessidade de perícia médica judicial para comprovação de invalidez anterior ao óbito, evitando cerceamento de defesa",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Processo Previdenciário","Benefício previdenciário, Previdenciário Judicial",api,scope_all,
5179,1049187-08.2022.4.01.3400,"Pensão por morte de servidor público com aplicação da integralidade e paridade quando instituidor aposentou com tais vantagens, discutindo regime jurídico e alcance temporal das Em",Direito Administrativo,Direito Administrativo,"Direito Previdenciário, Serviço Público","Servidores Públicos, Direito Previdenciário Administrativo",api,scope_all,
5180,1021078-38.2018.4.01.0000,"Prescrição quinquenal da pretensão de expedição de novo precatório ou RPV, com termo inicial na data de notificação do credor nos termos da Lei 13.463/2017 e aplicação do Decreto 2",Direito Processual Civil,Direito Processual Civil,"Execução Civil, Processo de Execução","Execução Civil, Execução",api,scope_all,
5181,0003887-94.2009.4.01.3400,"Regresso da União contra militar por acidente de trânsito decorrente de designação administrativa para condução sem habilitação adequada, discutindo responsabilidade civil e culpa ",Direito Administrativo,Direito Administrativo,"Direito Militar, Responsabilidade Civil do Estado","Direito Administrativo Militar, Responsabilidade Civil do Estado",api,scope_all,
5182,0016365-56.2017.4.01.3400,"Militar temporário: discussão sobre direito à reforma versus reintegração quando ausente nexo de causalidade entre enfermidade e serviço, e requisitos para caracterização de incapa",Direito Militar,Direito Militar,"Direito Administrativo, Direito Previdenciário","Direito Militar, Direito Previdenciário Militar",api,scope_all,
5183,1016504-88.2017.4.01.3400,"Aplicabilidade do art. 84, §2º, da Lei 8.112/1990 para concessão de licença remunerada por acompanhamento de cônjuge a empregado de empresa pública federal quando presentes os requ",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Disciplinar","Servidores Públicos, Regime Jurídico do Servidor Público",api,scope_all,
5184,0000967-30.2012.4.01.3308,"Nulidade absoluta do julgamento de apelação por intimação dirigida exclusivamente a advogado falecido e cerceamento de defesa, impondo nova intimação e reabertura do julgamento",Direito Processual Penal,Direito Processual Penal,"Processo Penal, Prova Penal","Processo Penal, Garantias Constitucionais",api,scope_all,
5185,0001445-82.2015.4.01.4003,Prescrição da pretensão punitiva e consequente extinção do suporte jurídico para manutenção de gravame judicial sobre bens do acusado,Direito Penal,Direito Penal,"Direito Processual Penal, Processo Penal","Direito Penal Substantivo, Execução Penal",api,scope_all,
5186,0002363-34.2016.4.01.4300,Aplicação temporal das alterações da Lei 14.230/2021 em ação de improbidade por dispensa de licitação e disputa sobre prova de dolo e dano ao erário,Direito Público,Direito Administrativo,"Direito Administrativo, Direito Processual Civil","Improbidade Administrativa, Responsabilidade Civil Pública",api,scope_all,
5187,0002565-65.1988.4.01.3500,Admissibilidade de ingresso de terceiro como assistente simples em ação de desapropriação rural e prova exigida para indenização da cobertura vegetal,Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Direito Processual Civil","Desapropriação, Servidores Públicos",api,scope_all,
5189,1043499-12.2024.4.01.0000,Competência por prevenção do Juízo Federal de Rondônia para processos desmembrados de mesma investigação e remessa de autos via habeas corpus,Direito Penal,Direito Penal,"Direito Penal Econômico, Processo Penal","Processual Penal, Criminalidade Organizada",api,scope_all,
5191,0000204-69.2006.4.01.3201,Ocupação irregular de imóvel público destinado à infraestrutura aeroportuária e militar e controvérsia sobre indenização por benfeitorias e direito de retenção,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Serviços Públicos","Serviços Públicos, Direito Administrativo Patrimonial",api,scope_all,
5192,1022933-61.2023.4.01.3400,Uso das notas do ENEM como critério válido para concessão ou transferência do FIES visando assegurar isonomia entre candidatos,Direito Administrativo,Direito Administrativo,"Direito Educacional, Direito Público","Direito Administrativo Contratual, Serviços Públicos",api,scope_all,
5193,0002601-26.2014.4.01.3200,"Publicações em mídia digital que depreciam identidade étnica dos indígenas Kagwahiva configurando discurso discriminatório e incitação ao ódio, ensejando reparação por dano moral c",Direitos Humanos,Direitos Humanos,"Direito Civil, Direito Constitucional","Direitos difusos e coletivos, Direitos da Pessoa com Deficiência",api,scope_all,
