Tema,Julgado em,Tese Firmada,Processo,Questão submetida a julgamento,Anotações NUGEPNAC 1,Informações Complementares,Repercussão Geral,Órgão Julgador,Situação do Tema,Ramo do direito,Subramos,Relator Atual,Tribunal de Origem,Trânsito em Julgado,Ref_Sum,Súmula Originada do Tema,Súmula Originária do PUIL,Data de Afetação,Delimitação do Julgado,Estado de Deduplicação,Número de Registro,RRC,Entendimento Anterior,Observação de Afetação,Audiência Pública,Data de Admissão,Data de teração da Tese Firmada,Data de Desafetação,Embargo de Divergência,Embargos de Declaração,Observação de Admissão,Observação de Desafetação,Observação de Recusa,Relator que Afetou o Processo,Referência,Processo STF,Vista MPF
959,,"O termo inicial da contagem do prazo para impugnar decisão judicial é, para o Ministério Público, a data da entrega dos autos na repartição administrativa do órgão, sendo irrelevante que a intimação pessoal tenha se dado em audiência, em cartório ou por mandado.",REsp 1349935/SE,"Discute-se se a intimação do Ministério Público, realizada em audiência, determina o início do cômputo do prazo para recorrer ou se o lapso recursal somente se inicia com a remessa dos autos com vista à instituição.","Processos destacados de ofício pelo relator.
Em virtude de questionamentos relacionados à aplicabilidade da tese firmada no Tema 959/STJ à Defensoria Pública, informamos, com base em orientação do Gabinete do Ministro Relator, que da análise conjunta do acórdão proferido no Tema 959/STJ (DJe de 14/9/2017) e do acórdão proferido no HC 296.759 (DJe de 21/9/2017), conclui-se que a tese ""O termo inicial da contagem do prazo para impugnar decisão judicial é, para o Ministério Público, a data da entrega dos autos na repartição administrativa do órgão, sendo irrelevante que a intimação pessoal tenha se dado em audiência, em cartório ou por mandado"" aplica-se aos membros da Defensoria Pública.
O Ministro Relator determinou que: ""seja suspenso o processamento de todos os processos que versem sobre a questão em trâmite no território nacional, nos termos do art. 1.037, II, do CPC."" (decisão de afetação publicada no DJe 16/09/2016).
Em decisão publicada no DJe de 29/09/2016, o Ministro Relator esclareceu que: ""o sobrestamento determinado atinge exclusivamente os feitos de natureza penal, não cançando processos cujas matérias refogem à competência da Terceira Seção"".","O Ministro Relator registrou que: ""o julgamento da controvérsia também implicará reflexos em feitos nos quais se discute a tempestividade de recurso interposto pela Defensoria Pública, cuja lei orgânica disciplina a intimação pessoal nos mesmos moldes da Lei Complementar nº 75/93 (v. g) AgRg no REsp nº 1.298.945/MA, Rel. Min. Laurita Vaz, 5ª T, DJe 15/2/2013, iter ia)"" (decisão de afetação publicada no DJe 16/09/2016).",,3ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL PENAL,"DIREITO PROCESSUAL PENAL, Recurso",ROGERIO SCHIETTI CRUZ,TRF5,,,,,,,Único,201202242049,Não,,,,,,,,,,,,ROGERIO SCHIETTI CRUZ,,,
960,,"Ressalvada a denominada Faixa 1, em que não há intermediação imobiliária, é válida a cláusula contratual que transfere ao promitentecomprador a obrigação de pagar a comissão de corretagem nos contratos de promessa de compra e venda do Programa Minha Casa, Minha Vida, desde que previamente informado o preço total da aquisição da unidade autônoma, com o destaque do valor da comissão de corretagem.",REsp 1601149/RS,"Discute-se a validade da transferência ao consumidor da obrigação de pagar a comissão de corretagem nas promessas de compra e venda celebradas no âmbito do programa ""Minha Casa, Minha Vida"".","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). VIDE TEMA 938/STJ","Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC)"", ressalvadas as hipóteses de autocomposição, tutela provisória, resolução parcial do mérito e coisa julgada, de acordo com as circunstâncias de cada caso concreto, a critério do juízo."" (decisão de afetação publicada no DJe 20/09/2016).",,2ª Seção,Trânsito em Julgado,DIREITO CIVIL,"Coisas, Promessa de Compra e Venda, Obrigações, DIREITO CIVIL, Espécies de Contratos, Corretagem",RICARDO VILLAS BÔAS CUEVA,TJRS,05/02/2019,,,,,,Único,201601361027,Sim,,,,,,,,,,,,PAULO DE TARSO SANSEVERINO,,,
960,,"Ressalvada a denominada Faixa 1, em que não há intermediação imobiliária, é válida a cláusula contratual que transfere ao promitentecomprador a obrigação de pagar a comissão de corretagem nos contratos de promessa de compra e venda do Programa Minha Casa, Minha Vida, desde que previamente informado o preço total da aquisição da unidade autônoma, com o destaque do valor da comissão de corretagem.",REsp 1602042/RS,"Discute-se a validade da transferência ao consumidor da obrigação de pagar a comissão de corretagem nas promessas de compra e venda celebradas no âmbito do programa ""Minha Casa, Minha Vida"".","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). VIDE TEMA 938/STJ","Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC)"", ressalvadas as hipóteses de autocomposição, tutela provisória, resolução parcial do mérito e coisa julgada, de acordo com as circunstâncias de cada caso concreto, a critério do juízo."" (decisão de afetação publicada no DJe 20/09/2016).",,2ª Seção,Trânsito em Julgado,DIREITO CIVIL,"Coisas, Promessa de Compra e Venda, Obrigações, DIREITO CIVIL, Espécies de Contratos, Corretagem",PAULO DE TARSO SANSEVERINO,TJRS,,,,,3/4/2017,,Duplicado,201601397813,Sim,,,,,,8/31/2018,,,,,,PAULO DE TARSO SANSEVERINO,,,5/4/2017
961,10/03/2021,"""Observado o princípio da causalidade, é cabível a fixação de honorários advocatícios, em exceção de préexecutividade, quando o sócio é excluído do polo passivo da execução fiscal, que não é extinta.""",REsp 1358837/SP,"Discute-se a possibilidade de fixação de honorários advocatícios, em exceção de pré-executividade, quando o sócio é excluído do polo passivo da execução fiscal, que não é extinta.","RRC de Origem (art. 543-C, §1º, do CPC/73). VER TEMAS 410/STJ e 421/STJ.","Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (decisão de afetação publicada no DJe 03/10/2016).",,1ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Honorários Advocatícios, Fato Superveniente ao Término do Prazo para Impugnação, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução",ASSUSETE MAGALHÃES,TRF3,,,,,3/10/2016,,Único,201202680262,Sim,,,,,,,,,,,,ASSUSETE MAGALHÃES,,,3/11/2016
961,10/03/2021,"""Observado o princípio da causalidade, é cabível a fixação de honorários advocatícios, em exceção de préexecutividade, quando o sócio é excluído do polo passivo da execução fiscal, que não é extinta.""",REsp 1764349/SP,"Discute-se a possibilidade de fixação de honorários advocatícios, em exceção de pré-executividade, quando o sócio é excluído do polo passivo da execução fiscal, que não é extinta.","RRC de Origem (art. 543-C, §1º, do CPC/73). VER TEMAS 410/STJ e 421/STJ.","Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (decisão de afetação publicada no DJe 03/10/2016).",,1ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Honorários Advocatícios, Fato Superveniente ao Término do Prazo para Impugnação, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução",ASSUSETE MAGALHÃES,TRF3,,,,,,,Duplicado,201802301305,Sim,,,,,,,,,,,,ASSUSETE MAGALHÃES,,,
961,10/03/2021,"""Observado o princípio da causalidade, é cabível a fixação de honorários advocatícios, em exceção de préexecutividade, quando o sócio é excluído do polo passivo da execução fiscal, que não é extinta.""",REsp 1764405/SP,"Discute-se a possibilidade de fixação de honorários advocatícios, em exceção de pré-executividade, quando o sócio é excluído do polo passivo da execução fiscal, que não é extinta.","RRC de Origem (art. 543-C, §1º, do CPC/73). VER TEMAS 410/STJ e 421/STJ.","Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (decisão de afetação publicada no DJe 03/10/2016).",,1ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Honorários Advocatícios, Fato Superveniente ao Término do Prazo para Impugnação, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução",ASSUSETE MAGALHÃES,TRF3,,,,,,,Duplicado,201802304675,Sim,,,,,,,,,,,,ASSUSETE MAGALHÃES,,,
962,,"O redirecionamento da execução fiscal, quando fundado na dissolução irregular da pessoa jurídica executada ou na presunção de sua ocorrência, não pode ser autorizado contra o sócio ou o terceiro não sócio que, embora exercesse poderes de gerência ao tempo do fato gerador, sem incorrer em prática de atos com excesso de poderes ou infração à lei, ao contrato social ou aos estatutos, dela regularmente se retirou e não deu causa à sua posterior dissolução irregular, conforme art. 135, III, do CTN.",REsp 1377019/SP,"Discute-se a possibilidade de redirecionamento da execução fiscal contra o sócio que, apesar de exercer a gerência da empresa devedora à época do fato tributário, dela regularmente se afastou, sem dar causa, portanto, à posterior dissolução irregular da sociedade empresária.","RRC de Origem (art. 543-C, §1°, do CPC/73). VIDE TEMA 630/STJ e TEMA 981/STJ.","A Ministra Relatora determinou: ""que seja suspensa a tramitação dos processos, individuais ou coletivos, que versem a mesma matéria, de acordo com o disposto no art. 1.037, II, do CPC/2015."" (decisão de afetação publicada no DJe 03/10/2016).",,1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Dissolução, Sociedade, Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante",ASSUSETE MAGALHÃES,TRF3,10/03/2022,,,,3/10/2016,,Único,201300134372,Sim,,,,,,,,,,,,ASSUSETE MAGALHÃES,,,
962,,"O redirecionamento da execução fiscal, quando fundado na dissolução irregular da pessoa jurídica executada ou na presunção de sua ocorrência, não pode ser autorizado contra o sócio ou o terceiro não sócio que, embora exercesse poderes de gerência ao tempo do fato gerador, sem incorrer em prática de atos com excesso de poderes ou infração à lei, ao contrato social ou aos estatutos, dela regularmente se retirou e não deu causa à sua posterior dissolução irregular, conforme art. 135, III, do CTN.",REsp 1776138/RJ,"Discute-se a possibilidade de redirecionamento da execução fiscal contra o sócio que, apesar de exercer a gerência da empresa devedora à época do fato tributário, dela regularmente se afastou, sem dar causa, portanto, à posterior dissolução irregular da sociedade empresária.","RRC de Origem (art. 543-C, §1°, do CPC/73). VIDE TEMA 630/STJ e TEMA 981/STJ.","A Ministra Relatora determinou: ""que seja suspensa a tramitação dos processos, individuais ou coletivos, que versem a mesma matéria, de acordo com o disposto no art. 1.037, II, do CPC/2015."" (decisão de afetação publicada no DJe 03/10/2016).",,1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Dissolução, Sociedade, Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante",ASSUSETE MAGALHÃES,TRF2,,,,,4/2/2019,,Duplicado,201802839846,Sim,,,,,,,,,,,,ASSUSETE MAGALHÃES,,,
962,,"O redirecionamento da execução fiscal, quando fundado na dissolução irregular da pessoa jurídica executada ou na presunção de sua ocorrência, não pode ser autorizado contra o sócio ou o terceiro não sócio que, embora exercesse poderes de gerência ao tempo do fato gerador, sem incorrer em prática de atos com excesso de poderes ou infração à lei, ao contrato social ou aos estatutos, dela regularmente se retirou e não deu causa à sua posterior dissolução irregular, conforme art. 135, III, do CTN.",REsp 1787156/RS,"Discute-se a possibilidade de redirecionamento da execução fiscal contra o sócio que, apesar de exercer a gerência da empresa devedora à época do fato tributário, dela regularmente se afastou, sem dar causa, portanto, à posterior dissolução irregular da sociedade empresária.","RRC de Origem (art. 543-C, §1°, do CPC/73). VIDE TEMA 630/STJ e TEMA 981/STJ.","A Ministra Relatora determinou: ""que seja suspensa a tramitação dos processos, individuais ou coletivos, que versem a mesma matéria, de acordo com o disposto no art. 1.037, II, do CPC/2015."" (decisão de afetação publicada no DJe 03/10/2016).",,1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Dissolução, Sociedade, Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante",ASSUSETE MAGALHÃES,TRF4,,,,,,,Duplicado,201600095723,Sim,,,,,,,,,,,,ASSUSETE MAGALHÃES,,,
963,,Não há direito de regresso portanto não é cabível a execução regressiva proposta pela ELETROBRÁS contra a UNIÃO em razão da condenação das mesmas ao pagamento das diferenças na devolução do empréstimo compulsório sobre o consumo de energia elétrica ao PARTICULAR CONTRIBUINTE da exação.,REsp 1583323/PR,Discute-se o cabimento da execução regressiva proposta pela ELETROBRÁS contra a UNIÃO em razão da condenação das mesmas ao pagamento das diferenças na devolução do empréstimo compulsório sobre o consumo de energia elétrica ao PARTICULAR CONTRIBUINTE da exação.,"Processos destacados de ofício pelo relator. VIDE TEMA 315/STJ. Decisão da Vice-Presidência do STJ, publicada no DJe de 31/5/2021, nos REsp nº 1.583.323/PR e 1.576.254/RS, nos seguintes termos: "" (...) O Supremo Tribunal Federal, no julgamento do AI nº 810.097 RG/SC, decidiu que a questão referente à responsabilidade solidária da União pelo pagamento de correção monetária integral referente a crédito oriundo de devolução de empréstimo compulsório sobre o consumo de energia elétrica não possui repercussão geral, tratando-se de matéria restrita ao âmbito infraconstitucional (Tema 489/STF), o que afasta, em princípio, o seu exame em sede de recurso extraordinário. Ocorre que, por meio de ofício encaminhado a todos os tribunais, o Supremo Tribunal Federal recomendou que, nos feitos representativos de controvérsia, ainda que se vislumbre questão infraconstitucional, o recurso extraordinário seja admitido de forma a permitir o pronunciamento da Suprema Corte sobre a existência, ou não, de matéria constitucional no caso e, eventualmente, de repercussão geral. Assim, diante da relevância da matéria debatida e considerando que o aresto recorrido foi proferido sob o rito dos arts. 1.036 e seguintes do Código de Processo Civil, entende-se ser o caso de remessa do apelo extremo ao Pretório Excelso, na qualidade de representativo de controvérsia. Diante do exposto, com fulcro no art. 1.036, §1º, do Código de Processo Civil, admite-se o presente recurso extraordinário.""Ao analisar a ""questão de ordem"" suscitada por ELETROBRÁS, o Ministro Relator decidiu o seguinte: ""ACOLHO PARCIALMENTE a questão de ordem proposta para registrar que os repetitivos que agora serão julgados têm sua aplicabilidade restrita aos feitos onde a coisa julgada formadora do título executivo não delimitou expressamente qual o percentual que cabe à ELETROBRÁS e à FAZENDA NACIONAL na devolução do empréstimo compulsório, consoante a situação fática dos repetitivos afetados"". (decisão publicada no DJe de 22/2/2018).","O Ministro Relator determinou: ""a suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem sobre a questão identificada e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015"" (decisão de afetação publicada no DJe 03/10/2016).","Tema 1183/STF - Cabimento de execução regressiva pela Eletrobras contra a União Federal nas hipóteses de condenação solidária das partes, Tema 489/STF - Responsabilidade solidária da União pelo pagamento de correção monetária integral referente a crédito oriundo de devolução de empréstimo compulsório sobre o consumo de energia elétrica.",1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Empréstimos Compulsórios, Energia Elétrica, DIREITO PROCESSUAL CIVIL E DO TRABALHO",MAURO CAMPBELL MARQUES,TRF4,11/05/2023,,,,3/10/2016,,Único,201600381884,Não,,,,,,,,,,,,MAURO CAMPBELL MARQUES,,RE 1333274 - Baixado,
